title	id	price	clicks	unpaid clicks	sale price	condition	availability	Dynamic Remarketing - active	Dynamic Remarketing - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	feed label	language	additional image link	brand	color	cost of goods sold	custom label 0	description	gender	google product category	identifier exists	image link	item group id	link	product type	sell on google quantity	shipping weight	size
Premium Platform Queen Base Super King / Plush Indigo | OMF	shopify_AU_6161508368581_40934483427525	598.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_RA_01.jpg?v=1698165251,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_RA_01.jpg?v=1698165247,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_FT_01.jpg?v=1698165252,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_RA_01.jpg?v=1698165250,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_FT_01.jpg?v=1698165249,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_FT_01.jpg?v=1698165256,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_RA_01.jpg?v=1698165255,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_FT_01.jpg?v=1698165254,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_RA_01.jpg?v=1698165248	Original Mattress Factory Australia	Plush Indigo		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!				https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Plush_Indigo_3562b554-0cb3-4324-8597-318c6372566f.jpg?v=1698165263	shopify_AU_6161508368581	https://www.omf.net.au/products/premium-platform-base?variant=40934483427525&currency=AUD	Beds & Bases		0 kg	Super King
Bathurst Panel King Bed Frame | OMF	shopify_AU_7510201434309_42426865811653	1448.00 AUD	116	6	545.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience luxury with OMF's Bathurst Panel King Bed Frame - a perfect blend of style and comfort for your bedroom. Check out the product today for better sleep!
"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BathurstFront1k_89113a1d-776c-4da7-a44a-c2e9959d2a21.jpg?v=1697733294		https://www.omf.net.au/products/bathurst-panel-king-bed-frame?variant=42426865811653&currency=AUD	Bed Frame		0 kg	
Modern Motion Adjustable King Single Base | OMF	shopify_AU_7516753985733_42445354893509	1198.00 AUD	55	8			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience the perfect sync of comfort and innovation with OMF's Modern Motion Adjustable King Single Base. Ideal for promising unrivalled relaxation. Invest in better sleep today!
"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/ModernMotionBaseTV_3562c82e-5243-45a5-af9b-76441af83782.jpg?v=1698078857		https://www.omf.net.au/products/modern-motion-adjustable-ks-base?variant=42445354893509&currency=AUD	Beds & Bases		0 kg	
Eco Renew Corn Fibre Quilt Queen Size | OMF	shopify_AU_6590364254405_39465685090501	298.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Corn fibre fill & cotton cover 4 seasons quilt. The lightest breathable quilt on the market. Highloft warmth without weight and eco-friendly. Shop now!		home & garden > linens & bedding > bedding > quilts & comforters	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/ecorenew_quilt.jpg?v=1700584437		https://www.omf.net.au/products/eco-renew-corn-fibre-qn-quilt?variant=39465685090501&currency=AUD	Quilt		0 kg	
Bali Queen Bed Frame | OMF	shopify_AU_6922440605893_40678900334789	648.00 AUD	9	8	518.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Take your bedroom style to a whole new level with a Bali bed frame. It’s a contemporary style, grandeur eye-catching feel and look that would make your bedroom the relaxing haven you deserve. The bedhead style showcases a Bamboo Rattan look. Featuring fully upholstered side rails in Linen Sand colour along with composite, solid timbers, and industry slats to ensure industry support. Available in sizes Queen and King. Features: Timber Solids, MDF & Veneers – Ash finish Bali Upholstered Base Substantial Centre Rail Flat slats Ash & Rattan Bedhead finish 2 year warranty Comfortable weight tolerance to 240kg Internationally sourced timbers. Assembly required Mattress purchased separately Dimensions: Queen 1550mm L x 2080mm H Weight: 49 Kg, King 1850mm L x 2080mm H Weight: 56 Kg"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/products/BaliQNNATLINRevivifySupportFA01.jpg?v=1700066249		https://www.omf.net.au/products/bali-qn-bed-frame?variant=40678900334789&currency=AUD	Bed Frame		0 kg	
Keppel Queen Mattress | OMF	shopify_AU_6153570255045_37877012234437	5998.00 AUD	9	9	2699.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Keppel Mattress features a 5 zone micro pocket spring with additional mini springs for support. Foam layers for pressure relief and comfort. Shop now!	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/KeppelFA.jpg?v=1699461258		https://www.omf.net.au/products/keppel-qn-mattress?variant=37877012234437&currency=AUD	Mattress		0 kg	
Refresh Soft Queen Mattress | OMF	shopify_AU_6586128040133_39450866090181	2946.00 AUD	6	6	1355.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"No wonder the Refresh Soft Queen Mattress is so popular! Featuring organic cotton, a Latex mattress with all that extra comfort is always going to be a big hit. Buy now!"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/RefreshSoftFA.png?v=1698856385		https://www.omf.net.au/products/refresh-soft-qn-mattress?variant=39450866090181&currency=AUD	Mattress		0 kg	
Memory Foam Pillow Plush | OMF	shopify_AU_6678085107909_39804723036357	149.00 AUD	13	7			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/memoryplushpillowcover.jpg?v=1702917156	Original Mattress Factory Australia			Receiving Clicks	"Experience ultimate comfort with OMF's Memory Foam Plush Pillow, designed for a rejuvenating night's sleep. Perfect addition to your bedtime essentials. Order for a restful slumber.
"		home & garden > linens & bedding > bedding > pillows		https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Plush.png?v=1702917155		https://www.omf.net.au/products/bambi-memory-foam-pillow?variant=39804723036357&currency=AUD	Pillow		0 kg	
Steelstrong Grid Platform Double Base Midnight Grey | OMF	shopify_AU_7706824278213_42997990981829	548.00 AUD	1	4			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"The Perfect partner for any mattress, in quality midnight grey designer fabric for a touch of class and a standard base depth of 340mm high. Order online today!"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/5219_0e81e5a5-8dd3-4d71-ae30-d657d5b7ab99.jpg?v=1710908743		https://www.omf.net.au/products/steelstrong-grid-platform-base-midnight-grey-double?variant=42997990981829&currency=AUD	Beds & Bases		0 kg	
Revivify Support Double Mattress | OMF	shopify_AU_7507300647109_42422137815237	748.00 AUD	17	9	651.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience the ultimate comfort with our Revivify Support Double Mattress. Designed for those seeking relief from back discomfort, it promotes healthy sleep posture. Try the OMF difference today!"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Revivify_1075ada2-9784-48f7-9a8b-b612e681cb83.jpg?v=1697646909		https://www.omf.net.au/products/revivify-support-db-mattress?variant=42422137815237&currency=AUD	Mattress		0 kg	
Mornington Plush Single Mattress | OMF	shopify_AU_7817955082437_43314027167941	1898.00 AUD	0	0	949.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Mornington Mattress range from OMF it features 3 comfort feels and 6 sizes to choose from and is motion bed friendly - it's a game changer for your sleep routine! 	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MORNINGTONPlushMODERN1K.png?v=1713516161		https://www.omf.net.au/products/mornington-plush-sg-mattress?variant=43314027167941&currency=AUD	Mattress		0 kg	
Mornington Medium Single Mattress | OMF	shopify_AU_7817947349189_43313954881733	1898.00 AUD	1	0	949.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Mornington Mattress range from OMF it features 3 comfort feels and 6 sizes to choose from and is motion bed friendly - it's a game changer for your sleep routine! 	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MORNINGTONMediumMODERN1K_040debe6-920e-47b0-95cd-0dfda13c8af0.png?v=1713515880		https://www.omf.net.au/products/mornington-medium-sg-mattress?variant=43313954881733&currency=AUD	Mattress		0 kg	
Channel Upholstered King Bedhead | OMF	shopify_AU_7544737136837_42500912873669	898.00 AUD	1	4		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia	Graphite		Receiving Clicks	"Upgrade your bedding with the Premium Channel Bedhead in soft grey or graphite from OMF. Classy design meets comfort, rendering a stylish addition to your bedroom. Order today for a seamless sleep experience."		furniture > beds & accessories > headboards & footboards	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/FSChannel_BH_QN_CH_02_01565ed4-0fcf-4352-a49c-7e7316d3aaab.jpg?v=1699548302		https://www.omf.net.au/products/premium-channel-upholstered-kg-bedhead?variant=42500912873669&currency=AUD	Bedhead		0 kg	
Claire American White Oak Timber Queen Bed Frame | OMF	shopify_AU_7793382326469_43261671899333	848.00 AUD	20	4	678.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Don't snooze on style with our Claire American White Oak Timber Queen Bed Frame! Crafted from rustic American White Oak, it's both sturdy and stunning. It's compatible with all OMF mattresses. Sweet dreams are guaranteed!"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/T2_7410.jpg?v=1713236619		https://www.omf.net.au/products/claire-american-white-oak-timber-qn-bed-frame?variant=43261671899333&currency=AUD	Bed Frame		78 kg	
Premium 4 Drawer East West Queen Base King / Rover Ocean | OMF	shopify_AU_6173705109701_40934550012101	1498.00 AUD	1	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/EastWest4DCA.jpg?v=1698165273,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/EastWest4DFOA.jpg?v=1698165272,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/EastWest4DOA.jpg?v=1698165274,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Rover-Ocean.jpg?v=1698165282	Original Mattress Factory Australia	Rover Ocean		Receiving Clicks	The Premium 4 Drawer East West Base is the perfect bedroom addition. This platform base offers modern style and storage solutions. See it online today! 			no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Rover_Ocean_1619cde7-0c1f-4237-9674-5db4c6745373.jpg?v=1698165280	shopify_AU_6173705109701	https://www.omf.net.au/products/premium-4-drawer-east-west-base?variant=40934550012101&currency=AUD	Beds & Bases		0 kg	King
Original P2 Single Mattress | OMF	shopify_AU_6755919626437_40128760971461	448.00 AUD	11	3		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"The Original P2 is a firm feel, entry-level mattress represents essential comfort at an amazing price. Featuring anti-bacterial /Anti-mite fabric. Shop now!"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/P2_KS_RA_417_4e958c8d-11d7-4a4e-bd01-710947d2e5a2.jpg?v=1699461421		https://www.omf.net.au/products/p2-sg-mattress?variant=40128760971461&currency=AUD	Mattress		0 kg	
Revivify Support Long Single Mattress | OMF	shopify_AU_7574480847045_42579647496389	548.00 AUD	3	0	477.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience enhanced sleep with the Revivify Support Single Mattress from OMF. With its optimal support and comfort, it promises restful nights for years to come. See the difference today!
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Revivify_12195b17-7ff6-4e74-80f5-e8c6c98c6d95.jpg?v=1701707895		https://www.omf.net.au/products/revivify-support-ls-mattress?variant=42579647496389&currency=AUD	Mattress		26.09 kg	
Timber 4 Drawer East West Base Super King Midnight Grey | OMF	shopify_AU_7706834370757_42998072934597	1998.00 AUD	1	0			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Timber 4 Drawer East West Bed Base is the perfect bedroom addition. This platform base offers modern style and storage solutions. See it online today! 		furniture > beds & accessories > beds & bed frames	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SteelstrongGridEastWest01_28714c71-dd5f-4203-a14f-61e892df3db1.jpg?v=1712162072		https://www.omf.net.au/products/timber-4-drawer-east-west-base-midnight-grey-sk?variant=42998072934597&currency=AUD	Beds & Bases		0 kg	
Steel Strong Double Mattress Base | OMF	shopify_AU_7517068787909_42446653685957	448.00 AUD	5	1	403.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience superior support with the Steel Strong Double Mattress Base from OMF. Built for durability, comfort and a restful night's sleep. Invest in quality - your body will thank you.
"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Steel_Strong_QN_1K_MidnightGrey_5724d85c-49d1-4f7a-ab7c-c3697b2e525c.jpg?v=1698165481		https://www.omf.net.au/products/steel-strong-db-mattress-base?variant=42446653685957&currency=AUD	Beds & Bases		33.6 kg	
Silky Cool Tencel XL Single Mattress Protector | OMF	shopify_AU_7520639713477_42453124939973	164.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MattressCover_SilyCool_98f5057d-203e-42cb-8d33-b9f08dde3ea4.jpg?v=1700584680	Original Mattress Factory Australia			Receiving Clicks	"Get enhanced mattress protection with our Silky Cool Tencel Long Single Mattress Protector. Enjoy optimum comfort and hygiene, ensuring a prolonged mattress lifespan. Make your purchase today.
"		home & garden > linens & bedding > bedding > mattress protectors		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/TencelSig_MP_XLSingle_4dd40afa-bce1-48c6-bd00-225a2809fcea.jpg?v=1700584679		https://www.omf.net.au/products/silky-cool-tencel-xl-mattress-protector?variant=42453124939973&currency=AUD	Mattress Protector		0 kg	
Hi Life Standard Latex Pillow | OMF	shopify_AU_7521927823557_42457901170885	129.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Upgrade your sleep with our Hi Life Standard Latex Pillow. Promising premium comfort with natural latex support, it's the simple change for improved rest. Switch to OMF today for better nights.
"		home & garden > linens & bedding > bedding > pillows		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Hi-Lifelatexpillow_3e9900b7-d98d-4993-b465-96fa81786391.jpg?v=1698338562		https://www.omf.net.au/products/hi-life-std-latex-pillow?variant=42457901170885&currency=AUD	Pillow		0 kg	
Urban Support Double Mattress | OMF	shopify_AU_7507270041797_42422103539909	3548.00 AUD	2	1	1419.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Experience unbeatable comfort with the Urban Support Double Size Mattress from OMF. Our premium quality mattress offers the perfect balance of support and softness for a restful night's sleep. Upgrade your bedding today!	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/UrbanSupport_Graph_FL_a2c25ea9-6d65-44b7-b90e-0b29e23c8557.png?v=1699461936		https://www.omf.net.au/products/urban-support-db-mattress?variant=42422103539909&currency=AUD	Mattress		0 kg	
Refresh Medium Super King Mattress | OMF	shopify_AU_7507348160709_42422229369029	3596.00 AUD	2	0	1654.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience renewed comfort with the Refresh Medium Super King Mattress from OMF. Luxuriate in its supportive design, perfectly balancing a restful sleep. Get yours today!
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RefreshMediumFA_812c26dd-9f06-473b-98f3-fa3545e1b942.png?v=1697647001		https://www.omf.net.au/products/refresh-medium-sk-mattress?variant=42422229369029&currency=AUD	Mattress		0 kg	
Bali Bedside Table | OMF	shopify_AU_7228858466501_41591927046341	278.00 AUD	1	1	222.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Bali Bedside table is perfect item to give your bedroom an ideal modern look and style. It’s the perfect Bamboo Rattan piece to wake up next to. 		furniture > tables > nightstands	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/BaliBedsideFA500.jpg?v=1660235551		https://www.omf.net.au/products/bali-bedside-table?variant=41591927046341&currency=AUD	Furniture		35.5 kg	
